,COUNTRY,REGION,CATEGORY,MEASURE,COMMENTS,SOURCE,ENTRY_DATE,ISO_ALP_2,CONFIRMED,DEATHS,POPULATION
3199,Ecuador,Americas,Governance and socio-economic measures,economic measures,Financial support to low-income households.,government ? ecuador,2020-04-06,EC,3747,191,14790608
3200,Ecuador,Americas,Social distancing,limit public gatherings,Extension: Large events remain suspended for april and may.,el comercio,2020-04-06,EC,3747,191,14790608
3201,Ecuador,Americas,Movement restrictions,domestic travel restrictions,"New restrictions for private vehicles apply nationwide, with vehicule allowed to travel depending on their license plates.",foreign ministry ? uk,2020-04-06,EC,3747,191,14790608
3202,Ukraine,Europe,Governance and socio-economic measures,economic measures,200% bonuses ot medical workers directly involved in fighting COVID !9,unian news,2020-04-06,UA,1319,38,45415596
3203,Ukraine,Europe,Public health measures,introduction of isolation and quarantine policies,"The law establishes administrative responsibility for unauthorized leaving of the observation location - a fine of 1,000 to 2,000 non-taxable minimum incomes, as well as 2,000 to 10,000 non-taxable minimum incomes for government officials.",unian news,2020-04-06,UA,1319,38,45415596
3204,Ukraine,Europe,Lockdown,partial lockdown,"Only pharmacies, grocery stores should remain open: Ukraine's health chief on minimizing Covid-19 spread",unian news,2020-04-06,UA,1319,38,45415596
3205,Ukraine,Europe,Movement restrictions,surveillance and monitoring,surveilance of quarantine sites ,unian news,2020-04-06,UA,1319,38,45415596
3206,Ukraine,Europe,Public health measures,strengthening the public health system,hospitals designated for taking covid patients ,unian news,2020-04-06,UA,1319,38,45415596
3207,Ukraine,Europe,Movement restrictions,surveillance and monitoring,mandatory body temperature screening procedure for citizens arriving in Ukraine from Italy has already been introduced at Kyiv's two airport,unian news,2020-04-06,UA,1319,38,45415596
3208,Ukraine,Europe,Governance and socio-economic measures,economic measures,"Ukraine's government allocates US$183,000 for evacuation of Ukrainians from Wuhan",unian news,2020-04-06,UA,1319,38,45415596
3209,Ukraine,Europe,Governance and socio-economic measures,limit product imports/exports,Ukraine bans imports of pets from China after dog in Hong Kong tests positive for coronavirus,unian news,2020-04-06,UA,1319,38,45415596
3210,Ukraine,Europe,Public health measures,general recommendations,Ukrainian President Volodymyr Zelensky has called on Ukrainians to engage in domestic tourism amid the global spread of the novel coronavirus COVID-2019. (i.e. not traveling abroad),unian news,2020-04-06,UA,1319,38,45415596
3211,Ukraine,Europe,Social distancing,Schools closure,Unknown,unian news,2020-04-06,UA,1319,38,45415596
3212,Ukraine,Europe,Movement restrictions,Border closure,Ukraine Oleksiy Danilov has said Ukraine will close the border for foreigners in 48 hours for two weeks over the situation with the novel coronavirus in the world.,unian news,2020-04-06,UA,1319,38,45415596
3213,Ukraine,Europe,Public health measures,general recommendations,Ukraine authorities urge citizens to limit travel across country ,unian news,2020-04-06,UA,1319,38,45415596
3214,Ukraine,Europe,Social distancing,limit public gatherings,ban mass gatherings more than 200 ppl,unian news,2020-04-06,UA,1319,38,45415596
3215,Ukraine,Europe,Public health measures,introduction of isolation and quarantine policies,forced isolation and self-isolation and liability for non-compliance with quarantine rules,unian news,2020-04-06,UA,1319,38,45415596
3216,Ukraine,Europe,Movement restrictions,international flights suspension,"Suspend all air travel, citizens not allowed to leave country",unian news,2020-04-06,UA,1319,38,45415596
3217,Ukraine,Europe,Movement restrictions,visa restrictions,"Ukraine temporarily stops issuing visas over coronavirus spread 

",unknown,2020-04-06,UA,1319,38,45415596
3218,Ukraine,Europe,Movement restrictions,Border closure,temporarily bans foreigners from entering Ukraine and terminates regular international passenger service till April 3,unian news,2020-04-06,UA,1319,38,45415596
3219,Ukraine,Europe,Lockdown,partial lockdown,extension: self isolation regime extended until late april ,unian news,2020-04-06,UA,1319,38,45415596
3220,Ukraine,Europe,Governance and socio-economic measures,limit product imports/exports,buckwheat export banned until july 1 to protect domestic market,unian news,2020-04-06,UA,1319,38,45415596
3221,Ukraine,Europe,Governance and socio-economic measures,economic measures,Ukraine's central bank buys US$150 mln on interbank forex market,unian news,2020-04-06,UA,1319,38,45415596
3222,Ukraine,Europe,Public health measures,amendments to funeral and burial regulations,Ukraine's Dnipro digs over 600 graves beforehand ,unian news,2020-04-06,UA,1319,38,45415596
3223,Ukraine,Europe,Public health measures,strengthening the public health system,launching production of covid-19 tests ,unian news,2020-04-06,UA,1319,38,45415596
3224,Ukraine,Europe,Governance and socio-economic measures,emergency administrative structures activated or established,Ukraine to set up Food Security Coordination Council,unian news,2020-04-06,UA,1319,38,45415596
3225,Ukraine,Europe,Movement restrictions,surveillance and monitoring,Kyiv's authorities have bought 400 smart cameras for body temperature screening and facial recognition as part of the fight against the spread of the novel coronavirus,unian news,2020-04-06,UA,1319,38,45415596
3226,San Marino,Europe,Social distancing,limit public gatherings,"Closure of museums, cancelling of educational trips",ministry of interior - san marino,2020-04-06,SM,266,32,31477
3227,San Marino,Europe,Social distancing,limit public gatherings,sporting events and competitions suspended (except for participant in the Olympic games or international events),ministry of interior - san marino,2020-04-06,SM,266,32,31477
3228,San Marino,Europe,Social distancing,Public services closure,"Some services are being closed, including bars, restaurant and alike as well as retail stores; production facilities remain open",ministry of interior - san marino,2020-04-06,SM,266,32,31477
3229,San Marino,Europe,Public health measures,strengthening the public health system,Confiscated buildings from the responsible agency were prepared to be used in the response,ministry of interior - san marino,2020-04-06,SM,266,32,31477
3230,San Marino,Europe,Movement restrictions,Border checks,All people coming from OMS's risk areas have to give notice to the officials,ministry of interior - san marino,2020-04-06,SM,266,32,31477
3231,San Marino,Europe,Movement restrictions,Border closure,Exception of work necessities or emergencies,consiglio grande e generale,2020-04-06,SM,266,32,31477
3232,San Marino,Europe,Public health measures,introduction of isolation and quarantine policies,"For people with syntoms (temperature 37,5plus and flu like)",consiglio grande e generale,2020-04-06,SM,266,32,31477
3233,San Marino,Europe,Social distancing,Schools closure,Unknown,consiglio grande e generale,2020-04-06,SM,266,32,31477
3234,San Marino,Europe,Public health measures,strengthening the public health system,"Sospension of holidays of health personnel, and health emergencies personnel.",consiglio grande e generale,2020-04-06,SM,266,32,31477
3235,San Marino,Europe,Public health measures,other public health measures enforced,Strict limitations to access health facilities in non-visit hours.,consiglio grande e generale,2020-04-06,SM,266,32,31477
3236,Ghana,Africa,Governance and socio-economic measures,economic measures,"The government will absorb all water bills for all ghanains for the next 3 months, April, May, June.",ministry of information,2020-04-06,GH,214,5,24339838
3237,Ghana,Africa,Governance and socio-economic measures,emergency administrative structures activated or established,"Food will be delivered to vulnerable communities in Accra, Tema, Kumasi and Kusoa",ministry of information,2020-04-06,GH,214,5,24339838
3238,Ghana,Africa,Governance and socio-economic measures,economic measures,"Health workers will not pay taxes on their salaries for the next 3 months (April, May, June) and all health workers will receive an addional 50% of their basic salary per month (march, april, may, June). The march payment will be paid along with the april one.",ministry of information,2020-04-06,GH,214,5,24339838
3239,Ghana,Africa,Governance and socio-economic measures,economic measures,"A soft loan scheme will be rolled out for micro, small and medium businesses which will have a 1 year moratorium and a 2 year repayment period. ",ministry of information,2020-04-06,GH,214,5,24339838
3240,Ghana,Africa,Public health measures,strengthening the public health system,Ministry of transport is making buses available for free to convey health workers in affected areas for the duration of the restrictions. ,ministry of information,2020-04-06,GH,214,5,24339838
3241,Ghana,Africa,Public health measures,strengthening the public health system,"Domestic production of face masks, head covers, surgical scrubs and gowns will commence.",ministry of information,2020-04-06,GH,214,5,24339838
3242,Ghana,Africa,Public health measures,strengthening the public health system,All markets and lorry terminals are being disinfected,ministry of information,2020-04-06,GH,214,5,24339838
3243,Kenya,Africa,Social distancing,changes in prison-related policies,nearly 4000 prisoners have been released in Kenya as part of efforts to avert a COVID-19 outbreak in the country?s prisons.,aa,2020-04-06,KE,158,6,40046566
3244,Kenya,Africa,Public health measures,general recommendations,All persons visiting public places such as supermarkets or on public transport should wear a face mask.,ministry of health,2020-04-06,KE,158,6,40046566
3245,Kenya,Africa,Public health measures,general recommendations,Boda boda drivers may only carry one passenger. ,ministry of health,2020-04-06,KE,158,6,40046566
3246,Kenya,Africa,Public health measures,strengthening the public health system,Health workers are currently sensitizing hotel workers on precautionary measures against,ministry of health,2020-04-06,KE,158,6,40046566
3247,Kenya,Africa,Public health measures,strengthening the public health system,"From today, the country has started the production of masks and personal protective equipment.",ministry of health,2020-04-06,KE,158,6,40046566
3248,Kenya,Africa,Social distancing,limit public gatherings,Prison visits have been suspended for a further 30 days. ,ministry of health,2020-04-06,KE,158,6,40046566
3249,Kenya,Africa,Movement restrictions,international flights suspension,The Government has extended the ban on international flights for another 30 days. The ban does not apply to flights coming to evacuate foreign nationals & cargo flights,ministry of health,2020-04-06,KE,158,6,40046566
3250,Kenya,Africa,Public health measures,amendments to funeral and burial regulations,Those who die from COVID 19 must be buried within 24 hours of the declared time of death,ministry of health,2020-04-06,KE,158,6,40046566
3251,Kenya,Africa,Movement restrictions,domestic travel restrictions,"offenders of Public transport rules will be charged in a court of law, in line with the Public Health Act, for deliberately spreading  coronavirus. They will have their licenses suspended and vehicle bonded. ",ministry of health,2020-04-06,KE,158,6,40046566
3252,Malawi,Africa,Social distancing,limit public gatherings,"In order to decongest work places, all offices shall work in shifts with the exception of those working in essential services.",malawi government,2020-04-06,MW,5,0,15447500
3253,Malawi,Africa,Social distancing,limit public gatherings,"All formal meetings, gatherings and conferences are suspended forthwith",malawi government,2020-04-06,MW,5,0,15447500
3254,Malawi,Africa,Public health measures,general recommendations,"All places, buildings and structures with public access shall ensure that there is adequate ventilation during all periods the public has access to those places, buildings and structures.",malawi government,2020-04-06,MW,5,0,15447500
3255,Malawi,Africa,Public health measures,general recommendations,"All employers shall allow vulnerable employees, including those with underlying medical conditions, to work from or stay at home.",malawi government,2020-04-06,MW,5,0,15447500
3256,Malawi,Africa,Social distancing,changes in prison-related policies,list of prisoners and juveniles who committed petty offences and those who have served a significant portion of their sentences for moderate crimes to be submitted to the Minister of Homeland Security for processing of their release,malawi government,2020-04-06,MW,5,0,15447500
3257,Malawi,Africa,Governance and socio-economic measures,economic measures,reduce fuel prices with immediate effect.,malawi government,2020-04-06,MW,5,0,15447500
3258,Malawi,Africa,Governance and socio-economic measures,economic measures,"Reduce salaries of the President, Cabinet Ministers and Deputy Ministers by 10 percent for three months and direct the resources to the fight against the coronavirus;",malawi government,2020-04-06,MW,5,0,15447500
3259,Malawi,Africa,Governance and socio-economic measures,economic measures,Malawi Revenue Authority to open up a voluntary tax compliance window for a period of six months to allow tax payers with arrears to settle their tax obligations in instalments without penalty.,malawi government,2020-04-06,MW,5,0,15447500
3260,Malawi,Africa,Governance and socio-economic measures,economic measures,Special fund provided to ADMARC to buy agricultural produce at competitive prices,malawi government,2020-04-06,MW,5,0,15447500
3261,Malawi,Africa,Governance and socio-economic measures,economic measures,"tax waivers applied to importation of essential goods for Coronavirus management. These include personal protective equipment, hand sanitizers, soaps, water treatment chemicals and many more",malawi government,2020-04-06,MW,5,0,15447500
3262,Malawi,Africa,Governance and socio-economic measures,economic measures,Waive non-resident tax on all foreign doctors and medical personnel.,malawi government,2020-04-06,MW,5,0,15447500
3263,Malawi,Africa,Governance and socio-economic measures,economic measures,"Increase the MEDF loans allocation from K13 billion to K15 billion in order to help Micro, Small and Medium Scale businesses that have been seriously affected by the pandemic.",malawi government,2020-04-06,MW,5,0,15447500
3264,Malawi,Africa,Governance and socio-economic measures,economic measures,Increase Nutrition Allowance payable to civil servants with foundational medical conditions by 50 percent.,malawi government,2020-04-06,MW,5,0,15447500
3265,Malawi,Africa,Governance and socio-economic measures,economic measures,Reduce fees and charges on all electronic money transactions in order to promote use of electronic money transactions;,malawi government,2020-04-06,MW,5,0,15447500
3266,Lebanon,Middle East,Governance and socio-economic measures,economic measures,Chairman of the Association of Banks in Lebanon (ABL) Salim Sfeir announced plans to donate $6 million to government hospitals battling coronavirus *despite insolvency,middle east monitor,2020-04-07,LB,548,19,4125247
3267,Moldova Republic Of,Europe,Governance and socio-economic measures,military deployment,the army will be deployed to enforce restriction measures.,international sos,2020-04-07,MD,1056,22,4324000
3268,Moldova Republic Of,Europe,Public health measures,strengthening the public health system,governement orders to better guard medical staff and increase protective gear ,moh,2020-04-07,MD,1056,22,4324000
3269,North Macedonia Republic Of,Europe,Movement restrictions,curfews,people under 18 will be able to go outside only between 12.00 and 21.00 and people over 67 between 05.00 and 11.00.,international sos,2020-04-07,MK,599,26,2062294
3270,Montenegro,Europe,Movement restrictions,domestic travel restrictions,"the National Coordination Body agrees to ease restrictions on movement on weekends and gave consent to the Ministry of Health to immediately issue an Order amending the order to allow movement of citizens until 1:00 pm on Sunday with strict adherence to all other measures. The new order prohibits movement from Monday to Friday from 7 pm, and on Saturdays and Sundays from 1 pm until 5 am the next day.",government of montenegro,2020-04-07,ME,241,2,666730
3271,Qatar,Middle East,Social distancing,Public services closure,All commercial businesses and non-essential shops remain closed ,international sos,2020-04-07,QA,2057,6,840926
3272,Qatar,Middle East,Movement restrictions,domestic travel restrictions,Public transportation has been suspended,international sos,2020-04-07,QA,2057,6,840926
3273,Qatar,Middle East,Social distancing,limit public gatherings,all social gatherings banned.,international sos,2020-04-07,QA,2057,6,840926
3274,Qatar,Middle East,Lockdown,partial lockdown,Migrant Worker Camps has been put in full lockdown and guarded by police. it is the area of 32.1 sq.km in the Industrial Area of Doha.,international sos,2020-04-07,QA,2057,6,840926
3275,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,Sri Lanka SEC to grant relief to investors affected by the COVID-19 hit market,colombo page,2020-04-07,LK,185,6,21513990
3276,Sri Lanka,Asia,Public health measures,strengthening the public health system,"A $100,000 (LKR 18.17 million) grant from the Asian Development Bank (ADB) has funded the purchase of emergency medical supplies through UNICEF in support of Sri Lanka?s response ",colombo page,2020-04-07,LK,185,6,21513990
3277,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,Sri Lanka appeals to expatriates for foreign currency inflows assuring no restrictions. Govt appealed to all expats & well-wishers to consider depositing their foreign currency savings in local bank accounts.,colombo page,2020-04-07,LK,185,6,21513990
3278,Sri Lanka,Asia,Public health measures,psychological assistance and medical social work,Sri Lanka Missions in South Asia work towards ensuring safety of Sri Lankan expats in the region,newslk,2020-04-07,LK,185,6,21513990
3279,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,"SriLankan Airlines implements cost-saving measures to ensure its survival, livelihoods of employees",colombo page,2020-04-07,LK,185,6,21513990
3280,Sri Lanka,Asia,Public health measures,awareness campaigns,Police to take legal action against publishing malicious reports in social media about COVID-19 pandemic,colombo page,2020-04-07,LK,185,6,21513990
3281,Sri Lanka,Asia,Public health measures,strengthening the public health system,Hospital clinics to recommence using video technology- Ridgway Women and Children?s Hospital commences pilot programme from today,newslk,2020-04-07,LK,185,6,21513990
3282,Sri Lanka,Asia,Public health measures,awareness campaigns,Sri Lanka warns public of fraudsters collecting money using COVID?19 Fund as cover,colombo page,2020-04-07,LK,185,6,21513990
3283,Sri Lanka,Asia,Movement restrictions,domestic travel restrictions,"Police fire at vehicle disregarded orders at roadblock, three injured",colombo page,2020-04-07,LK,185,6,21513990
3284,Sri Lanka,Asia,Public health measures,strengthening the public health system,World Bank fast-tracks $128 million COVID-19 Coronavirus support for Sri Lanka,colombo page,2020-04-07,LK,185,6,21513990
3285,Sri Lanka,Asia,Governance and socio-economic measures,economic measures, low income vulnerable families have been granted a host of financial and material benefits in the face of the COVID-19 outbreak.,news/lk,2020-04-07,LK,185,6,21513990
3286,Sri Lanka,Asia,Public health measures,strengthening the public health system,Government hospitals introduced to care for suspected Coronavirus patients,newslk,2020-04-07,LK,185,6,21513990
3287,Sri Lanka,Asia,Movement restrictions,Border closure,"All types of visas for foreigners in Sri Lanka granted extension until May 12, 2020. The Immigration and Emigration Department extended the validity period of all types of visas issued to foreigners who are currently residing in Sri Lanka until May 12, 2020",newslk,2020-04-07,LK,185,6,21513990
3288,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,Central Bank of Sri Lanka further reduces policy interest rates by 25 bp,colombo page,2020-04-07,LK,185,6,21513990
3289,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,Cabinet approval for the implementation of a food security programme ,news/lk,2020-04-07,LK,185,6,21513990
3290,Sri Lanka,Asia,Governance and socio-economic measures,emergency administrative structures activated or established,"Presidential Task Force entrusted to provide services, especially food to sustain overall community life in Sri Lanka",colombo page,2020-04-07,LK,185,6,21513990
3291,Sri Lanka,Asia,Movement restrictions,surveillance and monitoring,State intelligence service rendering significant service to prevent the spread of Coronavirus,newslk,2020-04-07,LK,185,6,21513990
3292,Sri Lanka,Asia,Public health measures,strengthening the public health system,Health Minister offers solutions to PHI issues - strike averted,newslk,2020-04-07,LK,185,6,21513990
3293,Sri Lanka,Asia,Movement restrictions,curfews,Sri Lanka utility regulator to provide solutions for electrical and plumbing issues of households during curfew,colombo page,2020-04-07,LK,185,6,21513990
3294,Sri Lanka,Asia,Movement restrictions,international flights suspension,Sri Lanka extends closure of airports for passenger flight arrivals indefinitely,colombo page,2020-04-07,LK,185,6,21513990
3295,Sri Lanka,Asia,Movement restrictions,curfews,"To facilitate the pensioners who are senior citizens of this country to draw their pensions, the Army during past two days, including today (3) provided transport services to take them to their banks from their homes",newslk,2020-04-07,LK,185,6,21513990
3296,Sri Lanka,Asia,Public health measures,strengthening the public health system,All decisions on the COVID-19 Prevention Program according to expert advice,colombo page,2020-04-07,LK,185,6,21513990
3297,Sri Lanka,Asia,Social distancing,changes in prison-related policies,2961 prisoners released on bail to ease overcrowding,newslk,2020-04-07,LK,185,6,21513990
3298,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,Sri Lanka conducts first online tea auctions amid COVID-19 pandemic,colombo page,2020-04-07,LK,185,6,21513990
3299,Sri Lanka,Asia,Public health measures,psychological assistance and medical social work,Army musical programme to provide mental peace for people confined to their homes due to Covid-19,newslk,2020-04-07,LK,185,6,21513990
3300,Sri Lanka,Asia,Movement restrictions,curfews,In 19 districts curfew will be lifted at 6am (6th) and will be re-imposed at 2pm on the same day. The re-imposed curfew will continue until further notice.,colombo page,2020-04-07,LK,185,6,21513990
3301,Sri Lanka,Asia,Social distancing,Public services closure, 6-10 April has been declared a period of work from home for the public as well as for the private sector institutes. The last week was also a period of work from home,colombo page,2020-04-07,LK,185,6,21513990
3302,Sri Lanka,Asia,Movement restrictions,curfews,"The curfew currently in force in the districts of Colombo, Gampaha, Kalutara, Puttalam, Kandy and Jaffna which have been identified as High Risk Zones in the wake of COVID?19 pandemic will be in effect until further notice.",colombo page,2020-04-07,LK,185,6,21513990
3303,Sri Lanka,Asia,Movement restrictions,curfews,Postal Department to assist home delivery of essential goods,colombo page,2020-04-07,LK,185,6,21513990
3304,Sri Lanka,Asia,Movement restrictions,curfews,there is no restriction placed on the farmers and small tea estates and export crop manufacturing processes in any district and they can engage in their work.,newslk,2020-04-07,LK,185,6,21513990
3305,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,CAA requests public to use hotline to notify of errant traders selling above market prices,colombo page,2020-04-07,LK,185,6,21513990
3306,Sri Lanka,Asia,Public health measures,testing policy,Covid-19 testing to be increased,newslk,2020-04-07,LK,185,6,21513990
3307,Sri Lanka,Asia,Movement restrictions,Border closure, Sri Lanka Navy retrieves Sri Lankan crew member aboard Italy-bound cruise ship,colombo page,2020-04-07,LK,185,6,21513990
3308,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,"the government has taken steps to ensure that all senior citizens, disabled persons and those with kidney ailments as well as farmers and fishery pensions have been paid through the post offices.",news/lk,2020-04-07,LK,185,6,21513990
3309,Sri Lanka,Asia,Public health measures,strengthening the public health system,"A large number of drugs needed for daily health services, including medicine for non-communicable diseases, will be brought from India tomorrow (07) at the request of the government.",colombo page,2020-04-07,LK,185,6,21513990
3310,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,Sri Lanka takes measures to restrict forex outflow further,colombo page,2020-04-07,LK,185,6,21513990
3311,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,Payments for public beneficiaries in Colombo to begin 8th,colombo page,2020-04-07,LK,185,6,21513990
3312,Sri Lanka,Asia,Lockdown,full lockdown,"Continued: The areas in Colombo, Kalutara and Kandy which have been demarcated as isolated areas will remain in that status until further notice and no one is permitted to enter or leave these isolated villages until further notice.",newslk,2020-04-07,LK,185,6,21513990
3313,Angola,Africa,Public health measures,awareness campaigns,President tells people to stay home,angop,2020-04-07,AO,17,2,13068161
3314,Angola,Africa,Public health measures,strengthening the public health system,Three hotels are available to deal with possible cases of coronairus in the province of Namibe,angop,2020-04-07,AO,17,2,13068161
3315,Angola,Africa,Public health measures,strengthening the public health system,"The province of Luanda has 50 tanker trucks to distribute drinking water to the most needy people, under the contingency plan for the prevention of COVID-19 in the country.",angop,2020-04-07,AO,17,2,13068161
3316,Angola,Africa,Public health measures,general recommendations,ERCA encourages media outlets to maintain professionalism,angop,2020-04-07,AO,17,2,13068161
3317,Angola,Africa,Social distancing,Schools closure,Angolan public television broadcasts school lessons,angop,2020-04-07,AO,17,2,13068161
3318,Angola,Africa,Public health measures,strengthening the public health system,Zaire reinforces water supply to population in remote zones,angop,2020-04-07,AO,17,2,13068161
3319,Angola,Africa,Social distancing,changes in prison-related policies,Cacanda prison creates isolation rooms. the institution has already restricted all visits and meals from the inmates' relatives as preventive measures ,angop,2020-04-07,AO,17,2,13068161
3320,Angola,Africa,Public health measures,strengthening the public health system,National Insurance Company (ENSA-E.P) has made available three properties located in Luanda to support measures aimed at preventing COVID-19 pandemic in the country.,angop,2020-04-07,AO,17,2,13068161
3321,Angola,Africa,Public health measures,strengthening the public health system,"Cleaning and sanitation firms step up efforts. They are Sambiente Lda, Recoflix, Elisal, Vista West, whose operation actions are expected to cover almost everywhere in the country's capital.",angop,2020-04-07,AO,17,2,13068161
3322,Angola,Africa,Public health measures,strengthening the public health system,Government purchases 280 ventilators,angop,2020-04-07,AO,17,2,13068161
3323,Angola,Africa,Public health measures,awareness campaigns,Opposition UNITA reaffirms institutional support for authorities,angop,2020-04-07,AO,17,2,13068161
3324,Angola,Africa,Social distancing,limit public gatherings,Prosecutor orders release of detainees in pre-trial detention,angop,2020-04-07,AO,17,2,13068161
3325,Angola,Africa,Social distancing,limit public gatherings,35 markets closed countrywide,angop,2020-04-07,AO,17,2,13068161
3326,Angola,Africa,Governance and socio-economic measures,emergency administrative structures activated or established,"Angola has spent so far 4.5 billion Kwanzas (equivalent to USD 9 million) on expenses related to the prevention and fighting against Covid-19, said Inter-ministerial Commission.",angop,2020-04-07,AO,17,2,13068161
3327,Angola,Africa,Governance and socio-economic measures,economic measures,"Angola's National Bank (BNA) updated the legislation on the granting of subsidised credit to the real economy, by directing commercial banks to increase the minimum amount that must be granted by the end of 2020, that is, 2% of their net assets to 2.5%, to accelerate the diversification of domestic production.",angop,2020-04-07,AO,17,2,13068161
3328,Angola,Africa,Social distancing,limit public gatherings,"National Statistics Institute (INE) suspended all data collection actions for households, companies and facilities, due to coronavirus pandemic.",angop,2020-04-07,AO,17,2,13068161
3329,Mauritania,Africa,Social distancing,limit public gatherings,Mauritanian government closed all public markets with the exception of those selling food.,us embassy,2020-04-07,MR,6,1,3205060
3330,Mauritania,Africa,Social distancing,limit public gatherings,Mauritania has suspended Friday prayer until fourther notice to stop spread of covid-19.,apa news,2020-04-07,MR,6,1,3205060
3331,Kenya,Africa,Movement restrictions,domestic travel restrictions,"There will be a cessation of movement by road, rail or air, in and out of Nairobi Metropolitan Area for an initial containment period of 21 days; with effect from 7:00 pm on Monday, 6th April, 2020. These additional measures do not in any way vary the existing restrictions and measures, including the daily Nationwide Curfew from 7:00 P.M. to 5:00 A.M., in the entire territory of the Republic of Kenya.",president of kenya,2020-04-07,KE,172,6,40046566
3332,Kenya,Africa,Movement restrictions,domestic travel restrictions,"There will be a cessation of movement by road, rail or air, in and out of Kilifi for an initial containment period of 21 days; with effect from 7:00 pm on Wednesday, 8th April, 2020. These additional measures do not in any way vary the existing restrictions and measures, including the daily Nationwide Curfew from 7:00 P.M. to 5:00 A.M., in the entire territory of the Republic of Kenya.",president of kenya,2020-04-07,KE,172,6,40046566
3333,Kenya,Africa,Movement restrictions,domestic travel restrictions,"There will be a cessation of movement by road, rail or air, in and out of Mombassa for an initial containment period of 21 days; with effect from 7:00 pm on Wednesday, 8th April, 2020. These additional measures do not in any way vary the existing restrictions and measures, including the daily Nationwide Curfew from 7:00 P.M. to 5:00 A.M., in the entire territory of the Republic of Kenya.",president of kenya,2020-04-07,KE,172,6,40046566
3334,Kenya,Africa,Movement restrictions,domestic travel restrictions,"There will be a cessation of movement by road, rail or air, in and out of Kwale for an initial containment period of 21 days; with effect from 7:00 pm on Wednesday, 8th April, 2020. These additional measures do not in any way vary the existing restrictions and measures, including the daily Nationwide Curfew from 7:00 P.M. to 5:00 A.M., in the entire territory of the Republic of Kenya.",president of kenya,2020-04-07,KE,172,6,40046566
3335,Kenya,Africa,Public health measures,other public health measures enforced,All Kenyans are required to wear a mask when in public areas,president of kenya,2020-04-07,KE,172,6,40046566
3336,Guinea-Bissau,Africa,Governance and socio-economic measures,state of emergency declared,"As of Friday, April 3, (Intl SOS says Mar 28) a 15 day state of emergency is in effect across Guinea-Bissau amid the ongoing outbreak of coronavirus disease (COVID-19)",gardaworld,2020-04-07,GW,33,0,1565126
3337,Guinea-Bissau,Africa,Movement restrictions,Border closure,"Under SoE (3rd), closure of all land and sea borders",gardaworld,2020-04-07,GW,33,0,1565126
3338,Guinea-Bissau,Africa,Movement restrictions,international flights suspension,"Under SoE (3rd), closure of all commercial air links",gardaworld,2020-04-07,GW,33,0,1565126
3339,Guinea-Bissau,Africa,Movement restrictions,domestic travel restrictions,"Under SoE (3rd), Public transport nation-wide has also been suspended",gardaworld,2020-04-07,GW,33,0,1565126
3340,Guinea-Bissau,Africa,Social distancing,Public services closure,"Under SoE (3rd), only essential shops remain open, including food and medical stores",gardaworld,2020-04-07,GW,33,0,1565126
3341,Guinea-Bissau,Africa,Public health measures,awareness campaigns,Bissau-Guinean authorities have also set up a coronavirus hotline that provides information and advice on the outbreak.,gardaworld,2020-04-07,GW,33,0,1565126
3342,Guinea-Bissau,Africa,Social distancing,Schools closure,Schools have been closed until further notice,intl sos,2020-04-07,GW,33,0,1565126
3343,Guinea-Bissau,Africa,Movement restrictions,curfews,Circulation and trade of goods are only restricted from 07am - 11am,intl sos,2020-04-07,GW,33,0,1565126
3344,Guinea-Bissau,Africa,Social distancing,limit public gatherings,"movements are restricted to essential ones, while citizens are asked to stay at home.",intl sos,2020-04-07,GW,33,0,1565126
3345,Honduras,Americas,Movement restrictions,domestic travel restrictions,"Access to the cities of Tegucigalpa, MDC, San Pedro Sula, Choluteca and La Ceiba will continue to be closed to prevent people from entering or leaving the city indefinitely.",intl sos,2020-04-07,HN,305,22,7989415
3346,Honduras,Americas,Governance and socio-economic measures,economic measures,IMF disburses US$143 million to Honduras to fight Covid-19 Pandemic,imf,2020-04-07,HN,305,22,7989415
3347,Honduras,Americas,Lockdown,full lockdown,"From April 6 ? 12, all municipalities in the Dept of Cortes and the municipality of El Progreso, Yoro are under an absolute curfew. The only exemptions that will apply are for personnel involved in managing the emergency, high government officers, health care workers, first responders, national security and defense personnel, personnel with customs, migration, ports and airports and essential public services, including personnel that works with private power plants; hospitals, medical service centers and laboratories; the maquilas making protective masks and biomedical equipment/supplies needed for the emergency; the agricultural/food sector to guarantee production and distribution of food; gas stations to serve only the sectors authorized in this exemption; public transportation for health purposes and those contracted by businesses to mobilize their personnel; the telecommunications sector, including internet providers and the media ? radio, television, newspapers and cable providers; the cargo industry ? air, sea and land ? for imports, exports, supplies and ports; and, private security service providers. ",us embassy in honduras,2020-04-07,HN,305,22,7989415
